round,spid,label
2,10002297,2
2,10002298,2
2,10002300,2
2,10002304,2
2,10002306,2
2,10002307,2
2,10002312,1
2,10002316,2
2,10002317,2
2,10002318,2
2,10002320,0
2,10002323,0
2,10002328,1
2,10002331,2
2,10002333,0
2,10002337,2
2,10002343,2
2,10002346,2
2,10002347,2
2,10002348,0
2,10002351,2
2,10002352,2
2,10002358,2
2,10002361,2
2,10002363,1
2,10002364,2
2,10002367,2
2,10002372,2
2,10002376,0
2,10002377,2
2,10002378,2
2,10002385,0
2,10002386,2
2,10002394,2
2,10002397,2
2,10002400,2
2,10002402,0
2,10002409,2
2,10002410,2
2,10002411,2
2,10002416,1
2,10002420,2
2,10002421,0
2,10002424,2
2,10002425,0
2,10002426,2
2,10002428,0
2,10002431,1
2,10002433,1
2,10002434,2
2,10002435,2
2,10002436,0
2,10002440,2
2,10002446,2
2,10002448,2
2,10002453,2
2,10002454,0
2,10002455,2
2,10002457,2
2,10002459,1
2,10002462,2
2,10002464,2
2,10002465,0
2,10002466,0
2,10002469,2
2,10002470,0
2,10002471,2
2,10002473,0
2,10002474,2
2,10002476,0
2,10002478,2
2,10002486,2
2,10002487,2
2,10002488,2
2,10002491,2
2,10002492,2
2,10002494,2
2,10002496,2
2,10002497,2
2,10002502,2
2,10002503,2
2,10002505,2
2,10002507,2
2,10002513,2
2,10002515,0
2,10002516,2
2,10002518,2
2,10002522,1
2,10002525,2
2,10002526,0
2,10002528,2
2,10002530,2
2,10002533,2
2,10002540,2
2,10002543,2
2,10002545,2
2,10002549,2
2,10002550,2
2,10002551,0
2,10002559,2
2,10002560,2
2,10002568,2
2,10002572,2
2,10002574,2
2,10002576,0
2,10002578,2
2,10002580,1
2,10002588,1
2,10002590,2
2,10002591,0
2,10002592,2
2,10002593,0
2,10002597,2
2,10002599,0
2,10002610,2
2,10002612,2
2,10002613,2
2,10002617,2
2,10002618,2
2,10002619,1
2,10002625,2
2,10002626,2
2,10002627,0
2,10002628,2
2,10002629,1
2,10002630,2
2,10002632,2
2,10002634,2
2,10002638,2
2,10002639,2
2,10002642,1
2,10002647,0
2,10002650,2
2,10002652,2
2,10002653,1
2,10002654,2
2,10002659,2
2,10002663,2
2,10002664,2
2,10002667,0
2,10002673,2
2,10002676,2
2,10002677,0
2,10002678,2
2,10002681,0
2,10002682,0
2,10002683,2
2,10002685,2
2,10002690,2
2,10002691,2
2,10002692,0
2,10002698,2
2,10002699,2
2,10002700,1
2,10002702,2
2,10002703,2
2,10002704,2
2,10002710,1
2,10002713,2
2,10002714,0
2,10002716,2
2,10002720,2
2,10002723,2
2,10002724,2
2,10002729,0
2,10002732,2
2,10002734,2
2,10002739,2
2,10002742,0
2,10002744,2
2,10002745,0
2,10002747,0
2,10002748,2
2,10002751,2
2,10002754,2
2,10002758,2
2,10002762,2
2,10002767,2
2,10002768,2
2,10002771,2
2,10002775,1
2,10002776,2
2,10002777,2
2,10002778,2
2,10002781,2
2,10002783,2
2,10002785,2
2,10002786,2
2,10002791,0
2,10002793,2
2,10002800,0
2,10002801,2
2,10002802,0
2,10002803,2
2,10002804,2
2,10002806,2
2,10002807,1
2,10002809,2
2,10002810,2
2,10002812,2
2,10002813,0
2,10002814,2
2,10002817,2
2,10002818,2
2,10002821,2
2,10002824,0
2,10002825,0
2,10002827,2
2,10002829,2
2,10002830,2
2,10002835,0
2,10002839,0
2,10002840,0
2,10002841,2
2,10002842,2
2,10002846,2
2,10002848,2
2,10002849,2
2,10002855,2
2,10002857,2
2,10002858,2
2,10002859,2
2,10002862,1
2,10002863,2
2,10002864,0
2,10002866,2
2,10002867,2
2,10002868,1
2,10002869,2
2,10002870,2
2,10002871,0
2,10002874,2
2,10002877,1
2,10002878,2
2,10002883,2
2,10002884,2
2,10002886,0
2,10002887,0
2,10002888,2
2,10002891,2
2,10002893,2
2,10002895,2
2,10002897,2
2,10002899,2
2,10002901,2
2,10002906,2
2,10002907,2
2,10002908,0
2,10002910,0
2,10002911,2
2,10002912,0
2,10002913,2
2,10002915,0
2,10002917,2
2,10002918,2
2,10002923,2
2,10002924,2
2,10002925,2
2,10002927,2
2,10002929,1
2,10002930,0
2,10002933,2
2,10002934,2
2,10002938,2
2,10002939,2
2,10002940,1
2,10002941,1
2,10002944,0
2,10002945,2
2,10002948,2
2,10002954,2
2,10002955,2
2,10002957,2
2,10002959,0
2,10002965,0
2,10002969,2
2,10002971,2
2,10002972,2
2,10002975,0
2,10002980,0
2,10002982,2
2,10002984,2
2,10002990,1
2,10002991,2
2,10002994,2
2,10002995,2
2,10002998,2
2,10002999,0
2,10003008,2
2,10003009,2
2,10003010,2
2,10003011,2
2,10003014,0
2,10003015,0
2,10003017,0
2,10003018,2
2,10003020,2
2,10003021,2
2,10003022,2
2,10003028,2
2,10003029,0
2,10003033,0
2,10003038,2
2,10003041,2
2,10003042,1
2,10003046,2
2,10003048,2
2,10003049,2
2,10003050,2
2,10003052,2
2,10003053,2
2,10003054,2
2,10003055,2
2,10003060,0
2,10003061,2
2,10003063,0
2,10003064,2
2,10003066,2
2,10003070,2
2,10003073,2
2,10003074,1
2,10003079,2
2,10003083,2
2,10003085,2
2,10003086,2
2,10003087,2
2,10003088,1
2,10003089,2
2,10003095,2
2,10003100,1
2,10003101,2
2,10003103,2
2,10003104,0
2,10003108,2
2,10003109,2
2,10003111,2
2,10003113,2
2,10003116,2
2,10003119,2
2,10003123,0
2,10003124,2
2,10003125,2
2,10003127,2
2,10003132,2
2,10003137,2
2,10003141,2
2,10003144,2
2,10003146,2
2,10003149,2
2,10003150,1
2,10003151,0
2,10003152,2
2,10003155,1
2,10003156,2
2,10003157,0
2,10003159,0
2,10003162,1
2,10003163,2
2,10003164,1
2,10003165,2
2,10003172,2
2,10003174,0
2,10003176,0
2,10003179,2
2,10003186,2
2,10003187,2
2,10003188,0
2,10003189,2
2,10003195,2
2,10003196,2
2,10003198,0
2,10003199,2
2,10003200,2
2,10003201,0
2,10003202,2
2,10003203,2
2,10003204,2
2,10003205,2
2,10003206,2
2,10003208,0
2,10003209,1
2,10003210,2
2,10003213,2
2,10003214,2
2,10003215,2
2,10003216,2
2,10003220,2
2,10003221,2
2,10003222,2
2,10003224,1
2,10003225,2
2,10003226,2
2,10003229,2
2,10003230,1
2,10003231,2
2,10003232,2
2,10003233,0
2,10003234,2
2,10003237,1
2,10003239,0
2,10003244,2
2,10003245,0
2,10003247,2
2,10003251,2
2,10003252,1
2,10003254,2
2,10003258,2
2,10003261,2
2,10003268,1
2,10003269,0
2,10003270,2
2,10003271,2
2,10003272,0
2,10003273,0
2,10003276,2
2,10003282,2
2,10003284,2
2,10003286,2
2,10003292,2
2,10003293,2
2,10003294,2
2,10003295,2
2,10003296,2
2,10003299,2
2,10003302,2
2,10003304,0
2,10003305,0
2,10003306,2
2,10003307,2
2,10003309,0
2,10003311,2
2,10003314,2
2,10003315,2
2,10003316,2
2,10003319,0
2,10003321,0
2,10003322,2
2,10003323,2
2,10003324,2
2,10003325,2
2,10003326,1
2,10003328,2
2,10003329,1
2,10003333,2
2,10003336,0
2,10003339,0
2,10003342,2
2,10003343,1
2,10003344,2
2,10003345,1
2,10003350,2
2,10003352,2
2,10003353,2
2,10003358,2
2,10003360,2
2,10003365,2
2,10003368,2
2,10003370,2
2,10003372,2
2,10003374,1
2,10003375,1
2,10003376,2
2,10003377,2
2,10003378,0
2,10003384,1
2,10003385,2
2,10003386,2
2,10003387,0
2,10003388,2
2,10003389,0
2,10003390,2
2,10003391,2
2,10003392,2
2,10003394,2
2,10003395,1
2,10003396,2
2,10003398,2
2,10003399,2
2,10003402,1
2,10003404,2
2,10003405,0
2,10003406,0
2,10003409,2
2,10003411,2
2,10003422,2
2,10003424,2
2,10003428,0
2,10003429,2
2,10003430,2
2,10003438,2
2,10003441,2
2,10003442,0
2,10003443,2
2,10003444,2
2,10003445,2
2,10003453,2
2,10003454,2
2,10003456,2
2,10003457,2
2,10003458,2
2,10003459,0
2,10003460,0
2,10003464,0
2,10003465,2
2,10003469,2
2,10003474,2
2,10003478,2
2,10003479,2
2,10003480,2
2,10003481,0
2,10003484,2
2,10003489,2
2,10003490,0
2,10003492,2
2,10003495,1
2,10003497,2
2,10003502,0
2,10003505,1
2,10003509,2
2,10003510,1
2,10003511,2
2,10003514,2
2,10003515,0
2,10003517,1
2,10003520,2
2,10003521,2
2,10003526,2
2,10003527,2
2,10003534,2
2,10003537,2
2,10003541,2
2,10003542,0
2,10003544,2
2,10003545,2
2,10003547,2
2,10003549,2
2,10003550,2
2,10003551,0
2,10003555,2
2,10003556,0
2,10003557,1
2,10003565,2
2,10003566,2
2,10003567,2
2,10003570,2
2,10003573,2
2,10003575,0
2,10003578,2
2,10003579,2
2,10003580,2
2,10003581,1
2,10003582,2
2,10003584,0
2,10003588,2
2,10003594,2
2,10003595,2
2,10003597,0
2,10003603,2
2,10003604,2
2,10003605,2
2,10003606,2
2,10003607,0
2,10003610,2
2,10003612,2
2,10003613,2
2,10003614,2
2,10003615,2
2,10003616,2
2,10003618,2
2,10003619,1
2,10003620,0
2,10003622,2
2,10003624,0
2,10003625,0
2,10003628,0
2,10003630,1
2,10003631,2
2,10003632,2
2,10003637,2
2,10003643,0
2,10003645,2
2,10003647,2
2,10003649,2
2,10003651,2
2,10003656,0
2,10003658,0
2,10003661,0
2,10003663,0
2,10003666,0
2,10003671,2
2,10003673,2
2,10003675,0
2,10003677,0
2,10003678,2
2,10003679,2
2,10003680,0
2,10003681,0
2,10003691,0
2,10003692,2
2,10003694,2
2,10003696,2
2,10003698,2
2,10003699,2
2,10003700,1
2,10003702,2
2,10003704,2
2,10003708,2
2,10003709,2
2,10003713,2
2,10003714,2
2,10003716,2
2,10003722,2
2,10003725,2
2,10003726,2
2,10003728,2
2,10003729,2
2,10003731,2
2,10003732,0
2,10003734,2
2,10003736,2
2,10003740,2
2,10003745,2
2,10003747,2
2,10003749,2
2,10003751,2
2,10003752,2
2,10003753,2
2,10003754,2
2,10003757,2
2,10003760,2
2,10003763,2
2,10003766,0
2,10003767,0
2,10003768,2
2,10003769,0
2,10003770,2
2,10003771,2
2,10003772,2
2,10003776,1
2,10003778,1
2,10003780,0
2,10003785,2
2,10003788,0
2,10003789,0
2,10003793,2
2,10003795,2
2,10003802,2
2,10003803,2
2,10003807,1
2,10003810,2
2,10003811,2
2,10003812,2
2,10003814,2
2,10003818,2
2,10003822,2
2,10003829,2
2,10003833,1
2,10003839,2
2,10003841,1
2,10003844,2
2,10003845,2
2,10003846,2
2,10003847,0
2,10003848,2
2,10003859,2
2,10003861,2
2,10003866,0
2,10003869,2
2,10003871,2
2,10003874,2
2,10003875,2
2,10003878,2
2,10003880,2
2,10003883,2
2,10003889,1
2,10003891,0
2,10003892,0
2,10003898,0
2,10003899,0
2,10003910,2
2,10003911,2
2,10003913,2
2,10003916,2
2,10003917,2
2,10003922,2
2,10003923,1
2,10003924,2
2,10003929,0
2,10003933,0
2,10003935,2
2,10003941,2
2,10003946,2
2,10003949,2
2,10003951,2
2,10003952,2
2,10003955,2
2,10003956,2
2,10003957,2
2,10003962,0
2,10003963,1
2,10003965,2
2,10003966,2
2,10003968,1
2,10003969,0
2,10003970,0
2,10003972,0
2,10003973,0
2,10003975,2
2,10003977,2
2,10003983,2
2,10003987,2
2,10003990,2
2,10003991,2
2,10003992,0
2,10003995,2
2,10003996,2
2,10003998,2
2,10004002,2
2,10004004,2
2,10004006,2
2,10004007,2
2,10004009,0
2,10004011,0
2,10004012,2
2,10004014,2
2,10004020,1
2,10004025,2
2,10004028,2
2,10004032,2
2,10004033,2
2,10004034,0
2,10004035,2
2,10004036,1
2,10004037,2
2,10004038,2
2,10004041,2
2,10004047,0
2,10004048,2
2,10004050,0
2,10004051,2
2,10004052,2
2,10004054,0
2,10004058,0
2,10004060,1
2,10004062,0
2,10004063,2
2,10004064,1
2,10004065,1
2,10004066,2
2,10004068,0
2,10004071,2
2,10004075,2
2,10004076,2
2,10004077,1
2,10004080,0
2,10004089,2
2,10004090,2
2,10004092,2
2,10004093,2
2,10004095,0
2,10004096,1
2,10004098,0
2,10004100,2
2,10004101,2
2,10004102,1
2,10004104,2
2,10004105,2
2,10004106,0
2,10004107,2
2,10004113,0
2,10004114,2
2,10004117,2
2,10004119,2
2,10004122,0
2,10004123,2
2,10004127,2
2,10004129,1
2,10004130,2
2,10004131,2
2,10004133,2
2,10004136,0
2,10004137,2
2,10004139,0
2,10004148,2
2,10004151,2
2,10004155,2
2,10004156,2
2,10004157,2
2,10004159,2
2,10004167,0
2,10004169,0
2,10004170,2
2,10004173,2
2,10004177,2
2,10004178,0
2,10004179,0
2,10004183,2
2,10004185,1
2,10004187,2
2,10004189,2
2,10004195,2
2,10004197,2
2,10004198,2
2,10004199,0
2,10004200,2
2,10004202,0
2,10004203,2
2,10004206,0
2,10004207,2
2,10004209,2
2,10004211,2
2,10004213,0
2,10004218,2
2,10004219,2
2,10004222,2
2,10004225,2
2,10004229,2
2,10004230,1
2,10004232,2
2,10004233,0
2,10004245,2
2,10004246,2
2,10004248,1
2,10004249,2
2,10004250,0
2,10004251,2
2,10004253,2
2,10004254,2
2,10004256,0
2,10004259,2
2,10004260,0
2,10004261,0
2,10004262,1
2,10004263,2
2,10004266,2
2,10004270,2
2,10004273,2
2,10004275,1
2,10004276,0
2,10004278,0
2,10004279,2
2,10004280,0
2,10004281,2
2,10004282,2
2,10004286,2
2,10004288,2
2,10004291,2
2,10004292,2
2,10004295,1
2,10004296,2
2,10004299,2
2,10004300,2
2,10004303,2
2,10004304,2
2,10004305,2
2,10004309,2
2,10004314,2
2,10004317,2
2,10004321,1
2,10004322,2
2,10004324,2
2,10004326,2
2,10004327,0
2,10004330,0
2,10004333,2
2,10004334,2
2,10004339,2
2,10004340,0
2,10004342,2
2,10004347,0
2,10004348,2
2,10004349,0
2,10004351,2
2,10004355,2
2,10004357,2
2,10004378,2
2,10004380,2
2,10004382,2
2,10004383,2
2,10004384,2
2,10004386,2
2,10004387,0
2,10004388,2
2,10004389,2
2,10004390,0
2,10004392,2
2,10004393,2
2,10004403,2
2,10004407,0
2,10004408,2
2,10004412,1
2,10004416,2
2,10004417,2
2,10004421,0
2,10004424,2
2,10004428,2
2,10004434,2
2,10004435,2
2,10004437,0
2,10004439,1
2,10004442,0
2,10004443,2
2,10004445,2
2,10004446,2
2,10004447,2
2,10004451,2
2,10004452,0
2,10004453,2
2,10004457,2
2,10004458,1
2,10004459,0
2,10004463,2
2,10004464,0
2,10004465,2
2,10004466,2
2,10004468,2
2,10004471,2
2,10004476,0
2,10004477,2
2,10004479,0
2,10004481,0
2,10004483,0
2,10004484,2
2,10004485,0
2,10004486,2
2,10004489,2
2,10004491,1
2,10004494,0
2,10004497,2
2,10004498,2
2,10004501,2
2,10004505,2
2,10004506,0
2,10004507,2
2,10004509,1
2,10004510,2
2,10004514,0
2,10004516,1
2,10004518,0
2,10004523,2
2,10004524,2
2,10004526,2
2,10004528,0
2,10004532,0
2,10004537,0
2,10004539,2
2,10004543,0
2,10004547,1
2,10004548,2
2,10004549,2
2,10004550,2
2,10004554,1
2,10004555,2
2,10004560,2
2,10004561,0
2,10004562,2
2,10004565,2
2,10004566,0
2,10004570,2
2,10004577,2
2,10004582,2
2,10004584,0
2,10004585,2
2,10004586,0
2,10004589,2
2,10004590,0
2,10004591,2
2,10004592,0
2,10004597,2
2,10004599,2
2,10004601,2
2,10004603,0
2,10004605,2
2,10004606,1
2,10004607,2
2,10004611,0
2,10004612,1
2,10004613,2
2,10004615,2
2,10004618,1
2,10004619,2
2,10004620,2
2,10004621,2
2,10004622,2
2,10004629,0
2,10004632,1
2,10004635,0
2,10004637,2
2,10004638,0
2,10004639,2
2,10004640,2
2,10004644,2
2,10004650,2
2,10004656,1
2,10004657,0
2,10004661,2
2,10004664,2
2,10004668,2
2,10004669,2
2,10004672,0
2,10004675,2
2,10004684,0
2,10004687,2
2,10004688,2
2,10004691,0
2,10004692,2
2,10004697,2
2,10004699,0
2,10004702,0
2,10004703,0
2,10004708,2
2,10004710,0
2,10004711,0
2,10004713,2
2,10004714,2
2,10004718,2
2,10004719,2
2,10004721,2
2,10004725,2
2,10004729,2
2,10004733,2
2,10004735,2
2,10004736,2
2,10004737,0
2,10004738,2
2,10004739,2
2,10004741,0
2,10004743,0
2,10004745,0
2,10004746,2
2,10004747,1
2,10004749,1
2,10004750,2
2,10004753,0
2,10004756,2
2,10004757,2
2,10004760,2
2,10004763,2
2,10004765,2
2,10004768,2
2,10004769,2
2,10004770,0
2,10004773,0
2,10004776,0
2,10004782,0
2,10004783,2
2,10004785,2
2,10004786,2
2,10004787,2
2,10004789,2
2,10004790,2
2,10004792,2
2,10004800,0
2,10004802,2
2,10004803,0
2,10004804,2
2,10004806,2
2,10004807,0
2,10004808,2
2,10004809,0
2,10004811,2
2,10004815,2
2,10004817,2
2,10004818,0
2,10004819,0
2,10004821,2
2,10004822,0
2,10004823,2
2,10004824,2
2,10004825,0
2,10004827,0
2,10004828,2
2,10004829,2
2,10004831,2
2,10004833,2
2,10004835,0
2,10004837,1
2,10004839,2
2,10004840,2
2,10004843,2
2,10004846,2
2,10004847,2
2,10004850,2
2,10004855,2
2,10004859,2
2,10004861,2
2,10004862,2
2,10004864,2
2,10004865,0
2,10004866,1
2,10004867,2
2,10004869,1
2,10004870,2
2,10004873,2
2,10004874,0
2,10004875,2
2,10004879,0
2,10004880,0
2,10004881,0
2,10004883,2
2,10004886,1
2,10004887,2
2,10004896,0
2,10004897,2
2,10004898,1
2,10004900,2
2,10004910,2
2,10004912,2
2,10004913,2
2,10004914,2
2,10004917,0
2,10004918,2
2,10004919,2
2,10004921,2
2,10004922,2
2,10004925,2
2,10004927,0
2,10004929,2
2,10004931,2
2,10004934,2
2,10004936,2
2,10004941,2
2,10004942,0
2,10004943,2
2,10004948,2
2,10004949,2
2,10004951,0
2,10004952,2
2,10004954,2
2,10004955,0
2,10004957,2
2,10004959,0
2,10004963,1
2,10004967,2
2,10004969,2
2,10004975,2
2,10004976,0
2,10004980,2
2,10004981,2
2,10004986,2
2,10004987,2
2,10004996,2
2,10004997,2
2,10005000,2
2,10005003,1
2,10005004,0
2,10005005,0
2,10005006,2
2,10005010,2
2,10005012,2
2,10005014,2
2,10005015,2
2,10005017,2
2,10005020,1
2,10005022,2
2,10005024,2
2,10005025,2
2,10005027,2
2,10005028,0
2,10005030,2
2,10005031,2
2,10005032,1
2,10005035,0
2,10005036,2
2,10005039,1
2,10005040,2
2,10005041,0
2,10005044,2
2,10005049,2
2,10005052,2
2,10005053,2
2,10005056,2
2,10005057,2
2,10005065,2
2,10005066,2
2,10005067,0
2,10005069,2
2,10005070,0
2,10005072,0
2,10005074,2
2,10005077,2
2,10005079,2
2,10005080,2
2,10005083,2
2,10005085,0
2,10005087,0
2,10005092,2
2,10005093,0
2,10005095,2
2,10005097,2
2,10005104,2
2,10005105,0
2,10005108,1
2,10005110,2
2,10005111,2
2,10005114,2
2,10005115,0
2,10005116,2
2,10005118,2
2,10005124,2
2,10005127,2
2,10005133,2
2,10005136,2
2,10005139,2
2,10005140,2
2,10005149,0
2,10005151,0
2,10005152,2
2,10005159,2
2,10005163,2
2,10005165,2
2,10005172,2
2,10005173,2
2,10005174,2
2,10005177,2
2,10005178,2
2,10005179,2
2,10005180,2
2,10005183,2
2,10005186,0
2,10005187,2
2,10005189,2
2,10005192,0
2,10005193,2
2,10005197,2
2,10005201,2
2,10005203,2
2,10005204,2
2,10005206,0
2,10005207,0
2,10005208,0
2,10005210,2
2,10005213,1
2,10005224,2
2,10005226,0
2,10005229,1
2,10005230,2
2,10005231,2
2,10005232,0
2,10005233,1
2,10005234,2
2,10005236,2
2,10005238,0
2,10005239,0
2,10005240,2
2,10005242,2
2,10005243,1
2,10005244,2
2,10005246,2
2,10005247,2
2,10005250,0
2,10005251,0
2,10005254,0
2,10005258,0
2,10005259,2
2,10005261,2
2,10005262,1
2,10005265,2
2,10005266,2
2,10005267,2
2,10005268,2
2,10005269,0
2,10005270,1
2,10005271,2
2,10005272,0
2,10005273,2
2,10005277,2
2,10005279,1
2,10005281,2
2,10005282,2
2,10005285,0
2,10005286,0
2,10005291,2
2,10005292,2
2,10005293,2
2,10005294,2
2,10005299,2
2,10005303,1
2,10005305,1
2,10005306,2
2,10005309,2
2,10005311,2
2,10005316,2
2,10005328,2
2,10005329,0
2,10005331,0
2,10005332,2
2,10005333,2
2,10005335,2
2,10005336,2
2,10005339,2
2,10005340,0
2,10005345,2
2,10005349,0
2,10005354,2
2,10005357,2
2,10005358,2
2,10005359,2
2,10005360,2
2,10005361,0
2,10005362,2
2,10005364,0
2,10005366,0
2,10005374,2
2,10005377,2
2,10005378,2
2,10005381,2
2,10005382,2
2,10005385,2
2,10005386,2
2,10005387,0
2,10005388,2
2,10005389,2
2,10005390,2
2,10005393,2
2,10005395,2
2,10005400,2
2,10005403,0
2,10005404,2
2,10005406,2
2,10005407,0
2,10005410,2
2,10005412,1
2,10005413,1
2,10005416,2
2,10005418,2
2,10005419,0
2,10005420,0
2,10005423,0
2,10005424,0
2,10005428,2
2,10005430,2
2,10005431,0
2,10005433,2
2,10005434,0
2,10005435,0
2,10005436,2
2,10005437,0
2,10005441,0
2,10005449,2
2,10005450,2
2,10005451,2
2,10005452,2
2,10005453,2
2,10005454,2
2,10005457,2
2,10005462,2
2,10005464,0
2,10005466,2
2,10005468,2
2,10005469,1
2,10005470,2
2,10005471,2
2,10005472,1
2,10005473,2
2,10005482,2
2,10005484,2
2,10005485,1
2,10005486,2
2,10005488,2
2,10005493,0
2,10005494,1
2,10005496,0
2,10005497,2
2,10005500,2
2,10005504,2
2,10005506,1
2,10005507,2
2,10005509,2
2,10005512,2
2,10005514,0
2,10005515,0
2,10005517,2
2,10005519,2
2,10005522,2
2,10005523,2
2,10005531,2
2,10005533,2
2,10005536,2
2,10005537,2
2,10005538,2
2,10005540,0
2,10005542,2
2,10005547,2
2,10005548,2
2,10005553,0
2,10005554,0
2,10005556,1
2,10005557,0
2,10005559,1
2,10005562,1
2,10005563,2
2,10005565,0
2,10005568,0
2,10005569,2
2,10005571,2
2,10005572,2
2,10005573,2
2,10005577,2
2,10005578,0
2,10005580,2
2,10005582,0
2,10005583,1
2,10005584,2
2,10005587,2
2,10005589,0
2,10005590,1
2,10005593,0
2,10005597,2
2,10005599,2
2,10005601,2
2,10005602,2
2,10005603,2
2,10005606,0
2,10005609,2
2,10005610,1
2,10005611,0
2,10005619,1
2,10005621,0
2,10005623,0
2,10005624,2
2,10005627,2
2,10005630,0
2,10005632,2
2,10005633,0
2,10005637,2
2,10005639,0
2,10005640,2
2,10005641,0
2,10005642,2
2,10005647,2
2,10005649,2
2,10005651,2
2,10005652,1
2,10005653,2
2,10005654,2
2,10005656,2
2,10005659,2
2,10005660,2
2,10005664,1
2,10005666,2
2,10005667,2
2,10005669,2
2,10005671,2
2,10005684,2
2,10005685,2
2,10005689,2
2,10005692,0
2,10005694,2
2,10005697,2
2,10005699,1
2,10005700,0
2,10005702,2
2,10005705,2
2,10005708,2
2,10005709,2
2,10005711,2
2,10005712,0
2,10005714,0
2,10005721,2
2,10005724,0
2,10005728,2
2,10005730,1
2,10005731,0
2,10005732,0
2,10005735,0
2,10005737,1
2,10005738,2
2,10005739,2
2,10005740,0
2,10005741,2
2,10005745,2
2,10005746,1
2,10005749,2
2,10005752,2
2,10005754,2
2,10005756,2
2,10005758,1
2,10005759,2
2,10005761,0
2,10005762,1
2,10005764,2
2,10005765,2
2,10005767,2
2,10005773,1
2,10005774,2
2,10005775,2
2,10005776,2
2,10005783,2
2,10005784,2
2,10005785,2
2,10005787,1
2,10005789,2
2,10005790,2
2,10005791,2
2,10005795,2
2,10005797,1
2,10005798,2
2,10005799,2
2,10005800,1
2,10005802,2
2,10005806,2
2,10005808,1
2,10005810,2
2,10005812,2
2,10005813,2
2,10005814,0
2,10005816,2
2,10005817,2
2,10005821,1
2,10005822,0
2,10005825,2
2,10005826,2
2,10005830,0
2,10005831,0
2,10005832,2
2,10005833,2
2,10005834,0
2,10005835,2
2,10005836,2
2,10005837,2
2,10005838,1
2,10005839,0
2,10005843,0
2,10005844,1
2,10005845,2
2,10005846,0
2,10005848,2
2,10005854,0
2,10005859,0
2,10005861,0
2,10005862,2
2,10005863,2
2,10005864,2
2,10005868,0
2,10005871,0
2,10005873,2
2,10005875,2
2,10005876,2
2,10005877,2
2,10005878,1
2,10005879,2
2,10005882,2
2,10005883,1
2,10005884,2
2,10005886,2
2,10005888,2
2,10005894,2
2,10005902,2
2,10005903,0
2,10005907,0
2,10005909,2
2,10005911,2
2,10005912,0
2,10005914,0
2,10005915,2
2,10005918,1
2,10005920,0
2,10005921,2
2,10005922,2
2,10005925,1
2,10005927,2
2,10005928,0
2,10005929,2
2,10005930,2
2,10005937,2
2,10005940,0
2,10005941,2
2,10005947,0
2,10005949,2
2,10005950,2
2,10005952,0
2,10005953,2
2,10005955,2
2,10005957,2
2,10005958,2
2,10005960,2
2,10005962,2
2,10005966,2
2,10005968,0
2,10005971,1
2,10005972,2
2,10005973,2
2,10005974,2
2,10005977,2
2,10005978,2
2,10005982,2
2,10005985,2
2,10005987,2
2,10005989,2
2,10005990,0
2,10005992,2
2,10005997,2
2,10006000,2
2,10006001,1
2,10006002,2
2,10006003,2
2,10006006,0
2,10006007,2
2,10006008,0
2,10006010,0
2,10006011,0
2,10006015,2
2,10006016,2
2,10006020,2
2,10006023,2
2,10006024,2
2,10006025,2
2,10006029,2
2,10006030,2
2,10006031,0
2,10006033,2
2,10006036,0
2,10006040,2
2,10006041,0
2,10006043,0
2,10006045,2
2,10006049,1
2,10006053,0
2,10006055,1
2,10006057,1
2,10006058,0
2,10006061,0
2,10006063,2
2,10006065,2
2,10006071,2
2,10006073,2
2,10006076,2
2,10006079,2
2,10006081,1
2,10006083,2
2,10006084,2
2,10006086,2
2,10006088,2
2,10006090,0
2,10006093,2
2,10006098,2
2,10006099,0
2,10006100,2
2,10006101,2
2,10006102,0
2,10006106,0
2,10006110,2
2,10006111,1
2,10006112,0
2,10006114,2
2,10006119,2
2,10006120,0
2,10006123,2
2,10006124,1
2,10006126,2
2,10006127,2
2,10006130,2
2,10006136,0
2,10006137,2
2,10006139,2
2,10006141,2
2,10006142,2
2,10006144,2
2,10006145,2
2,10006147,2
2,10006152,2
2,10006153,0
2,10006156,2
2,10006157,2
2,10006160,2
2,10006163,0
2,10006165,2
2,10006167,2
2,10006169,2
2,10006170,0
2,10006172,1
2,10006173,2
2,10006175,2
2,10006176,2
2,10006177,0
2,10006178,2
2,10006179,2
2,10006181,2
2,10006182,2
2,10006185,2
2,10006186,0
2,10006188,2
2,10006189,2
2,10006190,0
2,10006192,2
2,10006193,2
2,10006198,2
2,10006199,0
2,10006203,2
2,10006205,1
2,10006209,2
2,10006211,2
2,10006212,2
2,10006216,0
2,10006217,0
2,10006221,2
2,10006226,2
2,10006227,2
2,10006232,0
2,10006233,2
2,10006235,0
2,10006238,0
2,10006239,2
2,10006243,2
2,10006244,2
2,10006248,2
2,10006254,2
2,10006264,2
2,10006265,0
2,10006266,2
2,10006267,2
2,10006270,2
2,10006275,2
2,10006276,0
2,10006280,2
2,10006283,2
2,10006285,2
2,10006286,0
2,10006289,0
2,10006291,2
2,10006292,2
2,10006293,2
2,10006294,2
2,10006296,2
2,10006298,2
2,10006299,2
2,10006300,2
2,10006301,2
2,10006303,2
2,10006305,1
2,10006308,0
2,10006313,0
2,10006316,2
2,10006318,1
2,10006323,2
2,10006325,2
2,10006327,2
2,10006329,0
2,10006330,2
2,10006331,0
2,10006332,1
2,10006333,2
2,10006335,0
2,10006336,2
2,10006339,0
2,10006341,2
2,10006343,0
2,10006346,1
